,learning_rate,batch_size,e_layers,d_layers,d_model,seq_len,pred_len,MSE,MAE,Epochs,Time[min],Params[Mio.],Max_mem[MB]
34,0.0005,32,3,1,128,96,336,0.08161016553640366,0.2033550888299942,14,7,0.35,155.45
35,0.0005,32,3,1,128,336,336,0.07199446856975555,0.19345566630363464,12,6,0.39,156.53
36,0.0005,32,3,1,256,96,336,0.07697223126888275,0.19822467863559723,13,6,1.3,171.93
37,0.0005,32,3,1,256,336,336,0.07141800224781036,0.19273900985717773,9,4,1.36,173.36
38,0.0005,32,3,1,512,96,336,0.08061449229717255,0.20010806620121002,13,6,4.96,225.14
39,0.0005,32,3,1,512,336,336,0.07102807611227036,0.1920159012079239,7,3,5.08,227.27
40,0.0005,32,6,1,32,96,336,0.11272113770246506,0.2421654611825943,17,11,0.05,149.08
41,0.0005,32,6,1,32,336,336,0.09151478111743927,0.2217753827571869,15,10,0.06,149.91
42,0.0005,32,6,1,64,96,336,0.09003131836652756,0.2155664563179016,18,12,0.18,153.85
43,0.0005,32,6,1,64,336,336,0.07950414717197418,0.20489853620529175,11,8,0.19,154.75
44,0.0005,32,6,1,128,96,336,0.07679484039545059,0.19873525202274323,20,14,0.65,164.58
45,0.0005,32,6,1,128,336,336,0.07363683730363846,0.19790507853031158,11,8,0.68,165.66
46,0.0005,32,6,1,256,96,336,0.07489568740129471,0.19710853695869446,12,8,2.49,196.27
47,0.0005,32,6,1,256,336,336,0.07327890396118164,0.19685976207256317,8,5,2.55,197.7
48,0.0005,32,6,1,512,96,336,0.12068386375904083,0.24493825435638428,4,2,9.69,300.14
49,0.0005,32,6,1,512,336,336,0.09686595946550369,0.22283445298671722,4,2,9.81,302.28
50,0.0005,32,12,1,32,96,336,0.10295381397008896,0.23331749439239502,14,14,0.09,152.81
51,0.0005,32,12,1,32,336,336,0.09007192403078079,0.22026604413986206,13,14,0.1,153.63
52,0.0005,32,12,1,64,96,336,0.0846095159649849,0.20942352712154388,19,20,0.33,162.01
53,0.0005,32,12,1,64,336,336,0.08133067935705185,0.20690934360027313,12,13,0.35,162.92
54,0.0005,32,12,1,128,96,336,0.07610470056533813,0.1981147825717926,14,15,1.25,182.85
55,0.0005,32,12,1,128,336,336,0.07388511300086975,0.19954697787761688,9,10,1.28,183.93
56,0.0005,32,12,1,256,96,336,0.07838442176580429,0.20133982598781586,8,8,4.86,244.95
57,0.0005,32,12,1,256,336,336,0.07835803180932999,0.20253244042396545,8,9,4.92,246.39
58,0.0005,32,12,1,512,96,336,0.11749039590358734,0.24260461330413818,4,4,19.16,455.43
59,0.0005,32,12,1,512,336,336,0.09366536140441895,0.22005420923233032,4,4,19.28,458.68
60,0.001,32,3,1,32,96,336,0.11160621047019958,0.23679767549037933,12,6,0.03,147.22
61,0.001,32,3,1,32,336,336,0.08669260889291763,0.21381308138370514,10,5,0.04,148.04
62,0.001,32,3,1,64,96,336,0.08587342500686646,0.20860131084918976,16,8,0.1,149.76
63,0.001,32,3,1,64,336,336,0.07684213668107986,0.20080682635307312,9,4,0.12,150.67
64,0.001,32,3,1,128,96,336,0.07621274143457413,0.1969127655029297,14,7,0.35,155.45
65,0.001,32,3,1,128,336,336,0.07173044979572296,0.19291312992572784,12,6,0.39,156.53
66,0.001,32,3,1,256,96,336,0.07565953582525253,0.19580890238285065,16,8,1.3,171.93
67,0.001,32,3,1,256,336,336,0.06989319622516632,0.19137121737003326,11,5,1.36,173.36
68,0.001,32,3,1,512,96,336,0.12005475908517838,0.24327701330184937,4,2,4.96,225.14
69,0.001,32,3,1,512,336,336,0.09879181534051895,0.2254050076007843,4,2,5.08,227.27
70,0.001,32,6,1,32,96,336,0.0948064848780632,0.2221858948469162,21,14,0.05,149.08
71,0.001,32,6,1,32,336,336,0.08401087671518326,0.21121686697006226,13,9,0.06,149.91
72,0.001,32,6,1,64,96,336,0.08062290400266647,0.20384089648723602,17,11,0.18,153.85
73,0.001,32,6,1,64,336,336,0.07503166794776917,0.19865044951438904,9,6,0.19,154.75
74,0.001,32,6,1,128,96,336,0.0749889612197876,0.19612948596477509,13,9,0.65,164.58
75,0.001,32,6,1,128,336,336,0.07276033610105515,0.19734910130500793,7,5,0.68,165.66
76,0.001,32,6,1,256,96,336,0.07541723549365997,0.19703538715839386,14,9,2.49,196.27
77,0.001,32,6,1,256,336,336,0.07676845043897629,0.19951364398002625,14,10,2.55,197.7
78,0.001,32,6,1,512,96,336,0.11098819971084595,0.23494760692119598,4,2,9.69,300.14
79,0.001,32,6,1,512,336,336,0.08808141201734543,0.21236377954483032,4,2,9.81,302.28
80,0.001,32,12,1,32,96,336,0.09015445411205292,0.21732650697231293,22,23,0.09,152.81
81,0.001,32,12,1,32,336,336,0.08218687027692795,0.20948326587677002,13,14,0.1,153.63
82,0.001,32,12,1,64,96,336,0.07951658219099045,0.20366394519805908,10,10,0.33,162.01
83,0.001,32,12,1,64,336,336,0.07607612758874893,0.20046092569828033,12,13,0.35,162.92
84,0.001,32,12,1,128,96,336,0.07769323885440826,0.20210464298725128,7,7,1.25,182.85
85,0.001,32,12,1,128,336,336,0.07588368654251099,0.20018284022808075,6,6,1.28,183.93
86,0.001,32,12,1,256,96,336,0.12567082047462463,0.2554677724838257,4,4,4.86,244.95
87,0.001,32,12,1,256,336,336,0.10530884563922882,0.23286399245262146,4,4,4.92,246.39
88,0.001,32,12,1,512,96,336,0.10837410390377045,0.2345529943704605,4,4,19.16,455.43
89,0.001,32,12,1,512,336,336,0.08272382616996765,0.2072550654411316,4,4,19.28,458.68
90,0.005,32,3,1,32,96,336,0.08744309097528458,0.21169602870941162,12,6,0.03,147.22
91,0.005,32,3,1,32,336,336,0.08048611879348755,0.20295855402946472,12,6,0.04,148.04
92,0.005,32,3,1,64,96,336,0.08291670680046082,0.20287111401557922,14,6,0.1,149.76
93,0.005,32,3,1,64,336,336,0.08034093677997589,0.20522449910640717,13,6,0.12,150.67
94,0.005,32,3,1,128,96,336,0.12292662262916565,0.24861618876457214,4,2,0.35,155.45
95,0.005,32,3,1,128,336,336,0.09452109783887863,0.22214610874652863,4,2,0.39,156.53
96,0.005,32,3,1,256,96,336,0.11413785070180893,0.24068188667297363,4,2,1.3,171.93
97,0.005,32,3,1,256,336,336,0.0902881994843483,0.21549376845359802,4,2,1.36,173.36
98,0.005,32,3,1,512,96,336,0.11263227462768555,0.2376788705587387,4,2,4.96,225.14
99,0.005,32,3,1,512,336,336,0.09345649927854538,0.2185046225786209,4,2,5.08,227.27
100,0.005,32,6,1,32,96,336,0.0825490728020668,0.2063034176826477,17,11,0.05,149.08
101,0.005,32,6,1,32,336,336,0.08205437660217285,0.20900550484657288,9,6,0.06,149.91
102,0.005,32,6,1,64,96,336,0.11559534817934036,0.23933415114879608,29,20,0.18,153.85
103,0.005,32,6,1,64,336,336,0.07371801137924194,0.19431361556053162,15,11,0.19,154.75
104,0.005,32,6,1,128,96,336,0.11285480856895447,0.24358700215816498,4,2,0.65,164.58
105,0.005,32,6,1,128,336,336,0.09289496392011642,0.22123989462852478,4,2,0.68,165.66
106,0.005,32,6,1,256,96,336,0.1022883802652359,0.22770455479621887,4,2,2.49,196.27
107,0.005,32,6,1,256,336,336,0.08456630259752274,0.21083234250545502,4,2,2.55,197.7
108,0.005,32,6,1,512,96,336,0.10405714064836502,0.22750785946846008,4,2,9.69,300.14
109,0.005,32,6,1,512,336,336,0.08922102302312851,0.21781742572784424,4,2,9.81,302.28
110,0.005,32,12,1,32,96,336,0.08071944117546082,0.20565326511859894,13,13,0.09,152.81
111,0.005,32,12,1,32,336,336,0.07734300941228867,0.20193514227867126,9,9,0.1,153.63
112,0.005,32,12,1,64,96,336,0.1350802332162857,0.26878106594085693,4,4,0.33,162.01
113,0.005,32,12,1,64,336,336,0.1086525022983551,0.24442821741104126,4,4,0.35,162.92
114,0.005,32,12,1,128,96,336,0.1137656643986702,0.24293990433216095,4,4,1.25,182.85
115,0.005,32,12,1,128,336,336,0.0963883325457573,0.22586661577224731,4,4,1.28,183.93
116,0.005,32,12,1,256,96,336,0.10081560909748077,0.22894439101219177,4,4,4.86,244.95
117,0.005,32,12,1,256,336,336,0.08191997557878494,0.20627018809318542,4,4,4.92,246.39
118,0.005,32,12,1,512,96,336,0.09910240769386292,0.2254183292388916,4,4,19.16,455.43
119,0.005,32,12,1,512,336,336,0.08241202682256699,0.2084195911884308,4,4,19.28,458.68
